transaction_id;user_id;transaction_time;amount;merchant_id;country;ip_address;device_id;payment_method;status
T003336;U0301;2025-05-25 07:55:00;85,21;M118;PL;192.168.203.163;D1877;paypal;approved
T003337;U0568;2025-03-30 09:05:00;48,94;M117;FR;192.168.153.130;D0576;google_pay;declined
T003338;U1049;2025-04-10 00:44:00;13,33;M029;IT;192.168.218.193;D1395;apple_pay;approved
T003339;U0310;2025-03-19 17:57:00;83,82;M089;DE;192.168.19.3;D1549;card;declined
T003340;U1088;2025-01-20 20:26:00;11,36;M019;IT;192.168.119.90;D1008;google_pay;approved
T003341;U0032;2025-03-16 08:19:00;66,19;M006;PT;192.168.98.45;D0785;bank_transfer;approved
T003342;U0705;2025-03-07 19:57:00;30,3;M060;PT;192.168.154.122;D1546;paypal;approved
T003343;U1033;2025-05-20 16:08:00;25,03;M061;PL;192.168.120.170;D1590;paypal;approved
T003344;U0616;2025-01-28 03:24:00;30,58;M065;CZ;192.168.43.173;D0295;apple_pay;declined
T003345;U0645;2025-01-13 07:23:00;15,01;M040;ES;192.168.76.156;D0263;paypal;approved
T003346;U0955;2025-02-15 10:12:00;46,52;M068;ES;192.168.75.111;D1134;bank_transfer;approved
T003347;U0516;2025-03-27 21:00:00;19,2;M044;CZ;192.168.144.187;D1508;paypal;approved
T003348;U0326;2025-03-10 23:16:00;174,75;M001;GB;192.168.233.245;D0813;apple_pay;approved
T003349;U0091;2025-05-07 18:10:00;6,5;M069;CZ;192.168.145.117;D1987;bank_transfer;approved
T003350;U1026;2025-01-14 03:41:00;4,29;M058;RO;192.168.1.105;D0265;apple_pay;approved
T003351;U0441;2025-05-22 11:21:00;97,9;M092;CZ;192.168.107.79;D0738;paypal;approved
T003352;U0280;2025-05-10 14:13:00;6,5;M051;RO;192.168.196.127;D1342;apple_pay;declined
T003353;U0169;2025-03-12 13:50:00;63,49;M033;PL;192.168.116.198;D0451;card;approved
T003354;U0168;2025-02-25 16:27:00;103,03;M036;NL;192.168.229.81;D0292;google_pay;approved
T003355;U0722;2025-05-25 20:27:00;25,75;M091;PL;192.168.203.56;D1908;paypal;approved
T003356;U0981;2025-02-14 05:51:00;67,59;M013;RO;192.168.150.139;D1744;paypal;approved
T003357;U0567;2025-01-17 18:58:00;35,76;M101;GB;192.168.142.65;D0338;google_pay;approved
T003358;U0052;2025-04-20 04:22:00;2,87;M097;IT;192.168.235.184;D1622;paypal;approved
T003359;U1017;2025-04-25 02:57:00;54,71;M047;CZ;192.168.237.179;D1436;google_pay;approved
T003360;U0141;2025-06-22 14:00:00;31,26;M094;CZ;192.168.226.87;D0190;google_pay;approved
T003361;U0268;2025-03-25 01:47:00;19,25;M015;PT;192.168.250.128;D0315;google_pay;approved
T003362;U0896;2025-06-23 09:52:00;10,92;M118;ES;192.168.97.184;D1006;google_pay;declined
T003363;U0432;2025-04-12 08:28:00;6;M028;ES;192.168.231.143;D0382;google_pay;approved
T003364;U0084;2025-06-28 12:08:00;85,75;M119;DE;192.168.61.250;D0594;paypal;approved
T003365;U0640;2025-03-25 17:02:00;114,76;M094;CZ;192.168.185.22;D0448;google_pay;approved
T003366;U0966;2025-03-12 02:04:00;79,22;M093;PL;192.168.198.96;D0014;card;approved
T003367;U0842;2025-03-23 18:56:00;249,93;M111;NL;192.168.231.31;D0824;card;approved
T003368;U0774;2025-02-02 22:44:00;7;M092;CZ;192.168.103.147;D1746;card;declined
T003369;U1104;2025-04-08 18:59:00;6,16;M017;IT;192.168.134.127;D1759;apple_pay;declined
T003370;U0338;2025-05-09 22:40:00;33,44;M062;PL;192.168.165.66;D1562;paypal;approved
T003371;U0442;2025-06-02 15:34:00;10,23;M077;DE;192.168.184.76;D1857;bank_transfer;approved
T003372;U0883;2025-03-14 06:55:00;8,27;M073;DE;192.168.211.135;D1844;apple_pay;approved
T003373;U0067;2025-04-29 22:53:00;13,76;M114;NL;192.168.157.12;D0475;paypal;approved
T003374;U0542;2025-04-13 09:15:00;260,6;M027;CZ;192.168.38.186;D1662;google_pay;declined
T003375;U0188;2025-06-26 00:19:00;136,95;M015;RO;192.168.228.95;D0634;bank_transfer;approved
T003376;U0536;2025-01-17 01:59:00;6,04;M024;SE;192.168.28.196;D1535;apple_pay;approved
T003377;U0971;2025-06-22 21:15:00;50,17;M097;PL;192.168.66.61;D1146;apple_pay;approved
T003378;U1084;2025-03-07 19:06:00;4,47;M013;SE;192.168.113.193;D1489;google_pay;approved
T003379;U1132;2025-02-14 22:02:00;40,28;M104;NL;192.168.237.130;D1173;paypal;approved
T003380;U1024;2025-03-13 16:52:00;57,21;M074;FR;192.168.57.96;D0428;paypal;declined
T003381;U0690;2025-03-28 16:43:00;28,45;M074;GB;192.168.110.152;D0819;apple_pay;approved
T003382;U1000;2025-06-01 17:23:00;34,57;M047;NL;192.168.136.96;D1615;apple_pay;approved
T003383;U0633;2025-05-29 04:31:00;27,58;M012;PT;192.168.88.106;D0150;bank_transfer;approved
T003384;U1138;2025-03-31 10:54:00;129,69;M004;RO;192.168.165.153;D1115;paypal;approved
T003385;U0267;2025-06-07 15:06:00;9,95;M025;PT;192.168.220.11;D0027;apple_pay;approved
T003386;U0057;2025-04-06 16:46:00;4,95;M005;FR;192.168.180.59;D0459;card;approved
T003387;U0001;2025-05-19 00:22:00;14,31;M040;IT;192.168.34.23;D0846;apple_pay;approved
T003388;U0153;2025-04-06 11:54:00;198,47;M034;PT;192.168.220.26;D0027;card;declined
T003389;U0807;2025-01-04 09:02:00;65,42;M013;SE;192.168.229.45;D1592;apple_pay;approved
T003390;U0639;2025-06-14 21:13:00;40,64;M108;RO;192.168.73.37;D1235;card;approved
T003391;U0986;2025-03-11 08:08:00;31,23;M029;DE;192.168.45.161;D0782;google_pay;declined
T003392;U0946;2025-01-22 12:17:00;11,52;M086;GB;192.168.243.116;D0372;google_pay;approved
T003393;U0093;2025-05-03 19:29:00;9;M103;IT;192.168.197.4;D0939;apple_pay;approved
T003394;U0356;2025-06-13 01:49:00;19,09;M008;SE;192.168.119.90;D1163;apple_pay;declined
T003395;U0547;2025-03-22 19:33:00;19,04;M117;GB;192.168.186.199;D0213;bank_transfer;declined
T003396;U0401;2025-03-03 02:26:00;59,48;M021;GB;192.168.134.192;D0957;card;approved
T003397;U0632;2025-02-03 07:02:00;39,55;M087;GB;192.168.250.128;D1385;paypal;approved
T003398;U0848;2025-04-11 10:57:00;68,96;M001;PT;192.168.254.163;D0869;bank_transfer;approved
T003399;U1098;2025-04-06 08:16:00;41,96;M112;CZ;192.168.147.113;D0861;card;declined
T003400;U0703;2025-06-26 06:14:00;38,15;M087;IT;192.168.11.33;D1929;google_pay;approved
T003401;U0981;2025-03-16 18:28:00;71,87;M111;PT;192.168.122.127;D0601;paypal;declined
T003402;U0561;2025-03-14 00:27:00;87,07;M035;DE;192.168.138.170;D0345;paypal;approved
T003403;U1010;2025-04-05 08:14:00;23,09;M085;NL;192.168.149.113;D1218;bank_transfer;approved
T003404;U0911;2025-06-27 00:41:00;55,1;M084;SE;192.168.14.99;D1268;google_pay;approved
T003405;U0907;2025-06-15 03:17:00;4,26;M096;NL;192.168.51.87;D1725;bank_transfer;declined
T003406;U0518;2025-03-08 08:43:00;16,41;M111;DE;192.168.140.33;D1469;bank_transfer;approved
T003407;U0495;2025-05-04 15:35:00;28,34;M057;PT;192.168.138.254;D1326;google_pay;approved
T003408;U1074;2025-02-13 03:34:00;21,32;M079;IT;192.168.242.151;D1315;bank_transfer;declined
T003409;U0904;2025-03-10 04:38:00;68,44;M104;PL;192.168.164.120;D1135;apple_pay;approved
T003410;U0471;2025-05-12 08:47:00;10,73;M069;CZ;192.168.147.110;D0762;google_pay;approved
T003411;U0248;2025-02-20 08:54:00;21,91;M032;SE;192.168.45.250;D0621;card;approved
T003412;U0060;2025-05-12 09:12:00;11,01;M061;IT;192.168.53.131;D0114;card;approved
T003413;U0792;2025-05-27 00:42:00;8,78;M028;PL;192.168.135.10;D1718;bank_transfer;approved
T003414;U0290;2025-03-20 14:55:00;18,91;M053;IT;192.168.225.14;D1781;apple_pay;approved
T003415;U0422;2025-06-29 00:45:00;89,6;M026;SE;192.168.194.200;D0957;apple_pay;approved
T003416;U0808;2025-02-05 18:48:00;23,62;M111;DE;192.168.184.15;D0508;paypal;declined
T003417;U1169;2025-05-10 00:24:00;26,74;M080;FR;192.168.65.16;D0688;paypal;approved
T003418;U1179;2025-03-31 01:29:00;69,19;M037;FR;192.168.221.25;D0110;card;approved
T003419;U0894;2025-02-24 10:28:00;27,38;M006;CZ;192.168.13.117;D0226;bank_transfer;approved
T003420;U1061;2025-02-05 17:42:00;36,85;M034;GB;192.168.120.207;D0975;apple_pay;approved
T003421;U0484;2025-02-28 12:21:00;72,96;M111;SE;192.168.13.168;D0179;bank_transfer;approved
T003422;U0916;2025-06-05 15:36:00;43,6;M111;PL;192.168.82.183;D1446;google_pay;approved
T003423;U0700;2025-05-19 10:47:00;117,63;M003;NL;192.168.100.118;D1370;apple_pay;approved
T003424;U0958;2025-01-12 00:09:00;52,81;M004;CZ;192.168.59.67;D0964;apple_pay;approved
T003425;U0985;2025-02-13 12:53:00;41,48;M011;CZ;192.168.136.206;D1394;paypal;approved
T003426;U0818;2025-03-26 01:17:00;4,99;M119;IT;192.168.246.224;D1168;paypal;approved
T003427;U0520;2025-06-25 20:39:00;37,47;M047;PT;192.168.79.11;D1067;card;approved
T003428;U0425;2025-06-16 20:58:00;98,85;M117;GB;192.168.252.203;D0843;apple_pay;approved
T003429;U1035;2025-05-18 05:33:00;155,93;M100;GB;192.168.170.142;D1186;card;approved
T003430;U0829;2025-04-01 06:52:00;42;M109;FR;192.168.97.66;D1816;apple_pay;approved
T003431;U0074;2025-02-18 22:51:00;31,01;M059;CZ;192.168.42.243;D1395;apple_pay;approved
T003432;U1050;2025-03-20 19:11:00;66,5;M026;IT;192.168.126.247;D0521;bank_transfer;approved
T003433;U0673;2025-03-29 05:41:00;14,4;M085;RO;192.168.211.155;D0015;bank_transfer;approved
T003434;U0379;2025-05-30 02:59:00;3,38;M066;DE;192.168.21.81;D0388;apple_pay;approved
T003435;U1037;2025-01-16 01:21:00;63,78;M032;SE;192.168.191.211;D1646;paypal;approved
T003436;U0877;2025-02-18 15:12:00;55,54;M064;NL;192.168.159.184;D1529;bank_transfer;declined
T003437;U0086;2025-02-06 09:23:00;34,02;M071;PT;192.168.23.11;D1846;google_pay;approved
T003438;U0382;2025-05-10 20:13:00;2,37;M081;RO;192.168.8.133;D1818;apple_pay;approved
T003439;U0701;2025-01-29 22:28:00;23,02;M020;PT;192.168.213.156;D1600;card;approved
T003440;U0424;2025-04-30 20:34:00;98,25;M107;DE;192.168.172.216;D1842;google_pay;declined
T003441;U0824;2025-03-07 05:04:00;9,72;M049;DE;192.168.168.42;D1965;paypal;declined
T003442;U0819;2025-04-18 23:35:00;13,3;M046;DE;192.168.135.10;D0502;apple_pay;approved
T003443;U0241;2025-01-30 17:41:00;18,43;M103;DE;192.168.184.195;D1648;apple_pay;approved
T003444;U0053;2025-06-27 17:55:00;7,31;M016;RO;192.168.127.99;D1248;paypal;approved
T003445;U0669;2025-01-08 02:18:00;1,89;M001;ES;192.168.119.121;D0411;google_pay;approved
T003446;U0788;2025-01-06 22:08:00;30,12;M120;DE;192.168.5.121;D0617;card;approved
T003447;U1161;2025-05-10 00:52:00;97,34;M031;DE;192.168.85.48;D1863;bank_transfer;approved
T003448;U0919;2025-02-07 05:47:00;99,71;M028;NL;192.168.99.197;D0909;google_pay;approved
T003449;U1077;2025-01-20 02:39:00;7,52;M096;NL;192.168.205.202;D1307;paypal;approved
T003450;U0768;2025-06-08 10:34:00;4,54;M110;ES;192.168.103.212;D0996;paypal;approved
T003451;U0283;2025-02-03 14:49:00;108,41;M056;ES;192.168.224.187;D1202;card;approved
T003452;U0743;2025-01-15 10:19:00;42,6;M047;RO;192.168.134.61;D0858;google_pay;approved
T003453;U0690;2025-03-19 01:05:00;17,53;M116;DE;192.168.27.39;D0500;google_pay;approved
T003454;U0673;2025-03-03 15:17:00;15,46;M109;CZ;192.168.34.143;D0929;card;approved
T003455;U0031;2025-01-21 23:00:00;50,32;M106;PL;192.168.24.5;D1050;bank_transfer;approved
T003456;U0667;2025-02-22 21:07:00;2,24;M095;PT;192.168.153.250;D0279;bank_transfer;approved
T003457;U0085;2025-03-05 02:37:00;100,77;M031;DE;192.168.102.50;D0909;google_pay;declined
T003458;U0722;2025-06-06 08:10:00;48,86;M077;IT;192.168.37.129;D0755;google_pay;approved
T003459;U0127;2025-03-02 00:38:00;57,53;M065;ES;192.168.60.120;D1360;apple_pay;approved
T003460;U0615;2025-04-15 13:41:00;59,38;M058;GB;192.168.43.31;D1286;apple_pay;approved
T003461;U0369;2025-06-05 00:22:00;14,36;M048;FR;192.168.70.180;D0259;google_pay;approved
T003462;U0591;2025-01-04 02:23:00;36,35;M095;IT;192.168.219.226;D0989;apple_pay;approved
T003463;U1011;2025-04-10 15:42:00;50,61;M008;NL;192.168.122.83;D1829;google_pay;declined
T003464;U0636;2025-01-25 03:12:00;47,59;M073;SE;192.168.49.121;D0946;card;approved
T003465;U0405;2025-03-08 06:24:00;34,17;M087;SE;192.168.175.45;D1350;card;approved
T003466;U0453;2025-04-24 14:34:00;93,76;M044;ES;192.168.205.84;D1591;apple_pay;approved
T003467;U0043;2025-03-29 20:50:00;15,33;M049;ES;192.168.60.164;D1867;apple_pay;approved
T003468;U0814;2025-05-07 05:38:00;9,79;M047;FR;192.168.27.3;D1930;bank_transfer;declined
T003469;U0414;2025-06-24 19:58:00;5,36;M036;RO;192.168.8.24;D1678;card;approved
T003470;U0747;2025-06-11 14:33:00;33,45;M044;PL;192.168.215.80;D0724;google_pay;declined
T003471;U0745;2025-06-24 02:11:00;23,85;M119;ES;192.168.189.96;D1963;apple_pay;declined
T003472;U0440;2025-04-13 00:49:00;19,67;M027;RO;192.168.125.44;D0991;apple_pay;approved
T003473;U0730;2025-05-11 14:58:00;1,31;M098;PT;192.168.97.66;D0188;google_pay;approved
T003474;U0105;2025-04-12 18:59:00;9,97;M038;GB;192.168.190.106;D0182;bank_transfer;approved
T003475;U0658;2025-02-10 14:35:00;7,91;M099;RO;192.168.58.69;D1471;apple_pay;approved
T003476;U0801;2025-03-18 12:01:00;20,36;M072;DE;192.168.85.227;D1595;card;approved
T003477;U0074;2025-01-05 10:47:00;35,3;M068;CZ;192.168.184.177;D1037;bank_transfer;approved
T003478;U0181;2025-03-09 06:02:00;19,39;M005;CZ;192.168.131.91;D0404;card;approved
T003479;U0420;2025-02-04 13:30:00;2,79;M023;SE;192.168.5.133;D0584;card;approved
T003480;U0487;2025-02-03 16:01:00;10,79;M091;PT;192.168.192.26;D0888;apple_pay;approved
T003481;U0005;2025-06-21 18:48:00;45,24;M086;IT;192.168.35.22;D1113;apple_pay;approved
T003482;U0129;2025-03-23 21:10:00;31,4;M072;IT;192.168.82.150;D1082;bank_transfer;declined
T003483;U1065;2025-05-17 02:53:00;56,88;M013;SE;192.168.145.107;D1583;apple_pay;approved
T003484;U0560;2025-04-04 07:09:00;75,14;M113;ES;192.168.56.40;D1514;google_pay;approved
T003485;U0190;2025-05-13 12:22:00;14,92;M024;SE;192.168.91.129;D0891;apple_pay;approved
T003486;U0846;2025-05-05 13:25:00;13,85;M040;DE;192.168.253.62;D0528;google_pay;approved
T003487;U0341;2025-04-29 13:09:00;28,32;M098;SE;192.168.89.97;D0833;apple_pay;approved
T003488;U0671;2025-04-14 02:58:00;4,9;M067;CZ;192.168.200.148;D0972;bank_transfer;approved
T003489;U0346;2025-02-16 19:54:00;20,65;M040;GB;192.168.78.176;D1360;bank_transfer;declined
T003490;U0787;2025-03-01 12:50:00;38,65;M105;PT;192.168.4.180;D1263;paypal;approved
T003491;U0677;2025-01-02 20:43:00;23,99;M104;PL;192.168.194.230;D1339;paypal;approved
T003492;U0313;2025-05-27 13:59:00;20,05;M081;PT;192.168.40.22;D1555;google_pay;declined
T003493;U0769;2025-05-28 01:25:00;59,04;M035;PT;192.168.83.50;D0796;apple_pay;approved
T003494;U1064;2025-04-15 22:56:00;128,51;M009;FR;192.168.144.83;D1355;paypal;declined
T003495;U0299;2025-03-31 07:39:00;44,74;M032;RO;192.168.23.103;D1291;bank_transfer;approved
T003496;U0282;2025-04-12 13:55:00;94,45;M024;IT;192.168.48.1;D0958;paypal;approved
T003497;U0553;2025-03-31 13:19:00;160,06;M007;RO;192.168.139.107;D1459;paypal;approved
T003498;U0617;2025-01-10 08:49:00;86,91;M091;CZ;192.168.203.189;D1974;apple_pay;approved
T003499;U0544;2025-04-29 15:26:00;17;M101;PT;192.168.216.145;D0789;apple_pay;approved
T003500;U0762;2025-03-06 04:21:00;65,61;M106;CZ;192.168.205.227;D0790;card;approved
T003501;U0691;2025-02-17 12:55:00;76,81;M009;ES;192.168.232.24;D1878;apple_pay;approved
T003502;U0524;2025-03-08 22:15:00;13,26;M078;SE;192.168.72.183;D1875;paypal;approved
T003503;U0842;2025-02-02 07:49:00;12,79;M014;SE;192.168.101.116;D0728;bank_transfer;approved
T003504;U0087;2025-03-24 23:54:00;14,8;M008;FR;192.168.212.103;D1403;apple_pay;approved
T003505;U0205;2025-01-17 20:57:00;19,4;M111;DE;192.168.141.254;D0512;card;approved
T003506;U1171;2025-01-19 10:30:00;18,08;M068;RO;192.168.214.180;D0045;apple_pay;approved
T003507;U0483;2025-02-17 21:33:00;16,23;M029;CZ;192.168.207.178;D0655;google_pay;approved
T003508;U0385;2025-03-28 14:46:00;9,21;M117;ES;192.168.176.228;D1454;google_pay;declined
T003509;U0867;2025-01-09 16:03:00;50,54;M053;IT;192.168.247.194;D0382;google_pay;approved
T003510;U0572;2025-06-28 17:07:00;10,29;M017;CZ;192.168.142.208;D0197;apple_pay;approved
T003511;U1036;2025-04-20 19:09:00;141,99;M079;GB;192.168.78.181;D0089;bank_transfer;approved
T003512;U0167;2025-03-15 23:42:00;13,44;M068;GB;192.168.27.4;D1844;google_pay;declined
T003513;U0742;2025-02-02 19:15:00;37,51;M080;NL;192.168.204.34;D1736;apple_pay;approved
T003514;U0720;2025-06-14 11:44:00;39,75;M079;FR;192.168.131.56;D1961;bank_transfer;approved
T003515;U1032;2025-06-13 06:23:00;9,61;M106;PL;192.168.137.17;D1930;apple_pay;approved
T003516;U0751;2025-06-13 07:35:00;10,98;M016;SE;192.168.185.225;D0158;google_pay;approved
T003517;U0287;2025-02-06 14:54:00;21,53;M014;PT;192.168.84.127;D0934;bank_transfer;approved
T003518;U0942;2025-01-16 01:15:00;14,28;M015;GB;192.168.226.30;D0490;card;approved
T003519;U0259;2025-03-14 11:30:00;14,25;M057;FR;192.168.140.30;D0368;apple_pay;approved
T003520;U0089;2025-01-05 00:51:00;11,02;M023;SE;192.168.7.246;D0178;bank_transfer;approved
T003521;U0858;2025-03-25 04:14:00;7,29;M098;GB;192.168.178.89;D0668;bank_transfer;approved
T003522;U0285;2025-05-12 19:18:00;3,23;M115;IT;192.168.82.183;D0830;card;approved
T003523;U0644;2025-03-19 14:23:00;1,31;M015;NL;192.168.139.86;D1851;google_pay;approved
T003524;U1186;2025-04-06 03:03:00;16,38;M001;FR;192.168.210.145;D1583;paypal;approved
T003525;U0188;2025-05-25 20:38:00;20,32;M109;PT;192.168.67.23;D0415;paypal;approved
T003526;U0385;2025-05-14 15:13:00;66,08;M074;IT;192.168.190.106;D0035;bank_transfer;approved
T003527;U1194;2025-01-11 04:57:00;16,41;M090;FR;192.168.65.131;D1784;bank_transfer;approved
T003528;U0906;2025-01-27 22:12:00;15,08;M075;ES;192.168.145.193;D1763;google_pay;approved
T003529;U0556;2025-05-05 12:55:00;21,16;M023;PL;192.168.5.121;D0845;bank_transfer;approved
T003530;U0678;2025-05-22 01:13:00;5,68;M095;DE;192.168.196.127;D0293;bank_transfer;approved
T003531;U0133;2025-04-21 11:06:00;50,53;M042;CZ;192.168.109.131;D1034;bank_transfer;approved
T003532;U0454;2025-02-06 23:16:00;14,39;M025;NL;192.168.22.68;D1482;paypal;declined
T003533;U0488;2025-06-08 11:19:00;16,17;M001;NL;192.168.169.10;D1434;paypal;approved
T003534;U0109;2025-02-17 23:27:00;35,48;M001;CZ;192.168.210.113;D1843;card;approved
T003535;U0478;2025-01-02 22:51:00;106,85;M058;DE;192.168.70.2;D1311;card;approved
T003536;U0553;2025-06-01 22:44:00;3,54;M057;ES;192.168.86.188;D0699;google_pay;declined
T003537;U0459;2025-04-27 20:41:00;10,54;M111;RO;192.168.152.147;D1679;apple_pay;approved
T003538;U1105;2025-01-07 16:49:00;20,17;M048;FR;192.168.211.109;D0930;google_pay;approved
T003539;U0727;2025-05-08 16:39:00;4,97;M078;IT;192.168.207.199;D1983;paypal;approved
T003540;U0142;2025-04-21 10:10:00;47,29;M008;NL;192.168.26.219;D1828;card;approved
T003541;U1123;2025-06-11 21:41:00;12,37;M025;RO;192.168.8.123;D0151;google_pay;approved
T003542;U0770;2025-01-08 20:34:00;42,27;M037;DE;192.168.183.8;D1064;bank_transfer;approved
T003543;U0790;2025-03-02 19:28:00;49,72;M045;RO;192.168.137.33;D0607;paypal;declined
T003544;U1170;2025-03-11 13:50:00;108,18;M026;NL;192.168.178.226;D0957;apple_pay;declined
T003545;U0756;2025-04-28 23:17:00;35,37;M001;SE;192.168.191.113;D0369;apple_pay;approved
T003546;U0657;2025-01-30 03:33:00;7,37;M055;ES;192.168.75.213;D0922;google_pay;approved
T003547;U0842;2025-03-21 09:23:00;58,1;M004;RO;192.168.149.223;D1347;card;approved
T003548;U1050;2025-01-01 14:06:00;81,13;M111;FR;192.168.126.14;D0055;paypal;approved
T003549;U0140;2025-01-09 21:54:00;14,05;M076;PT;192.168.23.198;D0008;card;approved
T003550;U0101;2025-03-04 18:07:00;9,74;M112;ES;192.168.89.50;D1024;paypal;approved
T003551;U1073;2025-05-03 03:45:00;26,01;M060;GB;192.168.35.230;D1744;card;approved
T003552;U0951;2025-03-19 16:43:00;48,85;M018;CZ;192.168.240.114;D0266;card;approved
T003553;U0822;2025-03-07 21:40:00;23,77;M040;GB;192.168.30.71;D0921;bank_transfer;declined
T003554;U0800;2025-03-06 11:05:00;65,01;M090;RO;192.168.55.122;D0230;paypal;approved
T003555;U0247;2025-05-14 00:04:00;19,38;M027;IT;192.168.234.34;D1753;apple_pay;approved
T003556;U1087;2025-01-20 06:25:00;45,37;M101;ES;192.168.124.27;D0721;card;approved
T003557;U0870;2025-01-22 23:07:00;55,98;M060;CZ;192.168.233.245;D0853;paypal;approved
T003558;U1129;2025-06-21 19:50:00;53,5;M017;GB;192.168.43.31;D1489;bank_transfer;approved
T003559;U0578;2025-04-08 18:23:00;25;M064;IT;192.168.128.178;D0766;google_pay;approved
T003560;U0482;2025-01-27 07:44:00;20,55;M048;PT;192.168.84.71;D1209;card;approved
T003561;U0074;2025-04-16 05:00:00;4,35;M108;IT;192.168.191.40;D0127;bank_transfer;approved
T003562;U0253;2025-06-25 03:45:00;20,22;M020;GB;192.168.208.174;D0230;card;approved
T003563;U1199;2025-02-14 15:48:00;9,39;M074;NL;192.168.139.86;D0490;paypal;approved
T003564;U1137;2025-05-26 05:49:00;33,55;M062;DE;192.168.20.143;D0658;google_pay;approved
T003565;U0978;2025-02-01 06:00:00;11,57;M048;NL;192.168.46.141;D1727;paypal;approved
T003566;U0110;2025-04-02 18:47:00;37,47;M018;PL;192.168.10.221;D1589;apple_pay;approved
T003567;U0254;2025-05-16 19:21:00;9,25;M015;ES;192.168.229.81;D0826;google_pay;approved
T003568;U0755;2025-02-10 05:41:00;25,06;M016;PT;192.168.137.97;D1994;paypal;approved
T003569;U0170;2025-04-14 08:08:00;42,4;M057;CZ;192.168.160.91;D0884;card;approved
T003570;U0568;2025-03-29 19:26:00;52,09;M088;GB;192.168.38.41;D0765;bank_transfer;approved
T003571;U1014;2025-06-16 12:04:00;27,35;M093;PT;192.168.223.38;D0162;bank_transfer;approved
T003572;U0258;2025-04-02 13:13:00;15,34;M086;PL;192.168.75.15;D1313;paypal;approved
T003573;U0157;2025-06-26 08:16:00;47,84;M009;GB;192.168.215.171;D0721;google_pay;approved
T003574;U0941;2025-05-08 18:20:00;3,06;M021;PL;192.168.204.63;D1056;paypal;approved
T003575;U0765;2025-01-19 06:44:00;42,27;M058;SE;192.168.81.17;D0382;paypal;approved
T003576;U0834;2025-03-01 01:49:00;19,96;M069;GB;192.168.107.172;D2000;google_pay;approved
T003577;U0034;2025-01-20 07:47:00;35;M052;PL;192.168.31.82;D0467;bank_transfer;approved
T003578;U0124;2025-04-18 22:52:00;51,47;M101;DE;192.168.25.172;D0615;apple_pay;approved
T003579;U0971;2025-06-24 08:21:00;39,94;M034;NL;192.168.243.2;D0571;paypal;approved
T003580;U0003;2025-06-12 16:25:00;77,1;M014;FR;192.168.202.30;D1035;google_pay;approved
T003581;U0233;2025-06-23 12:47:00;129,14;M028;RO;192.168.144.77;D1201;bank_transfer;approved
T003582;U0658;2025-05-11 11:02:00;31,09;M027;CZ;192.168.202.4;D1819;card;approved
T003583;U1023;2025-01-17 20:10:00;78,27;M005;PL;192.168.53.43;D0939;apple_pay;approved
T003584;U0844;2025-06-21 06:27:00;74,7;M037;RO;192.168.250.101;D0331;paypal;approved
T003585;U0685;2025-06-01 04:38:00;16,62;M117;SE;192.168.193.21;D0334;paypal;declined
T003586;U0473;2025-04-14 16:41:00;50,38;M044;SE;192.168.86.188;D1276;paypal;approved
T003587;U0583;2025-02-11 16:50:00;27,95;M001;FR;192.168.155.103;D1538;paypal;approved
T003588;U0566;2025-01-10 00:39:00;20,32;M050;DE;192.168.205.72;D1881;bank_transfer;approved
T003589;U0104;2025-01-15 00:22:00;3,08;M054;IT;192.168.73.37;D1898;google_pay;declined
T003590;U0106;2025-01-14 13:45:00;35,52;M057;NL;192.168.103.194;D0222;paypal;approved
T003591;U0532;2025-01-31 02:53:00;58,51;M081;FR;192.168.177.14;D1516;card;declined
T003592;U0597;2025-06-14 19:57:00;5,51;M082;NL;192.168.77.127;D0818;apple_pay;approved
T003593;U0692;2025-02-09 17:54:00;12,67;M056;FR;192.168.111.229;D1083;bank_transfer;approved
T003594;U0404;2025-04-19 17:33:00;20,91;M056;DE;192.168.243.184;D0288;bank_transfer;declined
T003595;U0138;2025-01-19 00:07:00;95,07;M043;NL;192.168.173.209;D1131;apple_pay;approved
T003596;U0765;2025-05-27 04:20:00;26,66;M094;ES;192.168.89.121;D1159;bank_transfer;approved
T003597;U0623;2025-01-19 16:27:00;8,85;M076;FR;192.168.250.196;D1668;card;approved
T003598;U0580;2025-02-21 17:52:00;34,8;M021;PT;192.168.180.197;D0554;card;approved
T003599;U0015;2025-04-16 18:46:00;4,51;M097;CZ;192.168.193.92;D1970;apple_pay;declined
T003600;U0389;2025-01-22 23:22:00;6,16;M075;ES;192.168.193.99;D0845;paypal;approved
T003601;U0333;2025-04-23 17:40:00;50,6;M106;FR;192.168.217.214;D0923;card;approved
T003602;U1037;2025-03-13 04:19:00;15,42;M083;PL;192.168.80.130;D0893;google_pay;declined
T003603;U0826;2025-06-21 00:43:00;40,15;M047;CZ;192.168.65.176;D0152;paypal;approved
T003604;U0256;2025-06-16 05:34:00;44,4;M032;GB;192.168.60.192;D1817;google_pay;declined
T003605;U0853;2025-01-28 05:19:00;126,48;M040;RO;192.168.142.64;D1182;bank_transfer;approved
T003606;U0233;2025-06-10 16:26:00;43,53;M072;FR;192.168.243.25;D0202;card;approved
T003607;U0282;2025-02-12 22:19:00;5,32;M028;SE;192.168.83.181;D1698;paypal;declined
T003608;U0594;2025-06-09 14:31:00;32,34;M024;DE;192.168.177.182;D1490;paypal;declined
